longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,Social_Security_No
-122.48,38.31,19,2398,521,1266,471,2.7727,<1H OCEAN,186800,41579
-122.48,38.32,42,2106,533,1141,445,3.1129,<1H OCEAN,149300,31157
-122.55,38.42,24,2220,411,894,365,4.2891,<1H OCEAN,211700,46178
-122.58,38.38,27,3800,728,1587,605,4.7237,<1H OCEAN,306600,32594
-122.5,38.4,36,1860,364,777,339,4.1307,<1H OCEAN,295700,30825
-122.5,38.35,25,1566,352,784,362,3.075,<1H OCEAN,165100,41338
-122.54,38.36,40,2725,531,1167,458,3.7969,<1H OCEAN,202800,37310
-122.61,38.24,25,2990,450,1335,434,4.7,<1H OCEAN,190100,41176
-122.61,38.24,17,1728,271,897,284,3.4896,<1H OCEAN,185900,45842
-122.61,38.23,18,2042,420,914,400,2.9871,<1H OCEAN,193800,37193
-122.62,38.24,19,1687,253,893,257,6.204,<1H OCEAN,201800,38709
-122.61,38.25,18,2915,418,1340,421,5.2452,<1H OCEAN,204900,44717
-122.6,38.24,16,1410,209,741,229,4.725,<1H OCEAN,204500,44147
-122.61,38.24,18,2933,481,1279,443,5.0849,<1H OCEAN,188500,44758
-122.6,38.24,16,2621,416,1247,386,4.8603,<1H OCEAN,198400,38240
-122.63,38.25,20,3460,602,1707,568,3.7115,<1H OCEAN,181900,33733
-122.62,38.24,33,1369,280,758,246,4.0341,<1H OCEAN,156500,39217
-122.62,38.25,33,1453,250,677,237,4.0962,<1H OCEAN,170200,43413
-122.61,38.26,17,2864,487,1482,547,4.6833,<1H OCEAN,215200,36846
-122.62,38.25,20,1888,411,826,396,2.875,<1H OCEAN,189100,43088
-122.62,38.25,24,2388,358,1187,362,4.6534,<1H OCEAN,196500,46748
-122.57,38.27,7,6508,1028,2902,1010,5.3707,<1H OCEAN,250500,36942
-122.51,38.17,8,5875,1115,2808,1029,3.6392,NEAR BAY,246300,38158
-122.65,38.27,9,4764,816,2077,755,5.1391,<1H OCEAN,234500,40121
-122.63,38.26,7,7808,1390,3551,1392,4.6069,<1H OCEAN,202300,38131
-122.66,38.27,16,1523,308,477,315,2.1696,<1H OCEAN,75000,47642
-122.63,38.24,45,1615,338,823,327,2.5179,<1H OCEAN,145500,45123
-122.63,38.23,45,2264,504,1076,472,3.0139,<1H OCEAN,194100,46889
-122.64,38.23,52,1075,249,519,210,3.0769,<1H OCEAN,230900,35514
-122.64,38.23,49,2300,463,1061,429,4.075,<1H OCEAN,228800,42832
-122.63,38.22,34,878,160,372,167,4.0417,<1H OCEAN,232100,43416
-122.63,38.22,17,2652,342,1199,350,5.565,<1H OCEAN,267100,37415
-122.63,38.21,22,2933,461,1283,449,6.2034,<1H OCEAN,291100,37501
-122.63,38.23,37,1966,348,875,381,4.0703,<1H OCEAN,223800,48495
-122.65,38.23,52,1735,347,712,343,3.1711,<1H OCEAN,200800,31974
-122.64,38.23,52,2156,469,1070,467,3.3011,<1H OCEAN,252300,32948
-122.65,38.23,52,1923,393,910,345,3.45,<1H OCEAN,200600,49839
-122.66,38.2,39,2889,517,1351,489,4.3056,<1H OCEAN,251300,35539
-122.64,38.24,52,1621,393,635,349,2.5202,<1H OCEAN,244000,36838
-122.64,38.24,40,1974,410,1039,398,3.7917,<1H OCEAN,151600,45229
-122.65,38.25,23,4030,,1852,778,3.402,<1H OCEAN,193300,43257
-122.65,38.24,24,1948,310,922,313,4.95,<1H OCEAN,243600,48574
-122.65,38.24,49,3273,579,1431,539,4.275,<1H OCEAN,227600,35140
-122.64,38.25,31,2554,515,1507,533,3.8,<1H OCEAN,162600,49909
-122.69,38.27,32,2344,434,1066,384,4.0313,<1H OCEAN,285000,47864
-122.67,38.25,32,1333,235,660,206,4.0729,<1H OCEAN,288500,40729
-122.68,38.25,29,1315,240,650,228,3.8269,<1H OCEAN,306000,30361
-122.67,38.24,29,2644,464,1372,450,5.0544,<1H OCEAN,261800,46856
-122.77,38.29,32,3201,542,1869,519,3.2442,<1H OCEAN,268000,46041
-122.73,38.26,35,3941,645,1668,620,4.385,<1H OCEAN,317700,31205
-122.7,38.23,47,2090,387,1053,377,3.5673,<1H OCEAN,310300,41720
-122.72,38.35,16,3049,609,1675,618,2.4117,<1H OCEAN,162500,42416
-122.72,38.31,26,1644,294,801,291,4.3906,<1H OCEAN,248000,39908
-122.67,38.31,28,1915,419,930,342,3.7875,<1H OCEAN,292700,32375
-122.69,38.3,30,3919,743,1693,693,3.3827,<1H OCEAN,292100,32475
-122.73,38.34,44,743,155,434,162,2.5819,<1H OCEAN,209600,45335
-122.69,38.32,16,3741,698,1938,658,4.6324,<1H OCEAN,183600,41044
-122.71,38.33,13,4011,936,2064,914,3.6953,<1H OCEAN,157600,45007
-122.7,38.31,14,3155,580,1208,501,4.1964,<1H OCEAN,258100,46744
-122.7,38.33,16,1244,242,696,236,3.6369,<1H OCEAN,158700,42118
-122.69,38.32,15,2536,414,1400,426,5.6613,<1H OCEAN,172400,46639
-122.69,38.34,23,2846,516,1526,492,3.733,<1H OCEAN,163500,30633
-122.7,38.33,26,1887,381,1060,364,3.0078,<1H OCEAN,160400,36588
-122.71,38.34,22,1249,335,699,308,2.6033,<1H OCEAN,121600,37412
-122.7,38.33,26,1584,295,846,295,3.375,<1H OCEAN,156300,48726
-122.69,38.35,12,1550,187,685,188,7.226,<1H OCEAN,255300,43079
-122.69,38.34,15,3091,697,1602,682,4.0071,<1H OCEAN,135500,44168
-122.71,38.35,11,2242,699,1203,642,2.3464,<1H OCEAN,104200,36558
-122.7,38.35,14,2313,,954,397,3.7813,<1H OCEAN,146500,39361
-122.7,38.35,14,1555,369,493,335,1.6033,<1H OCEAN,67500,37448
-122.7,38.34,19,2987,676,1782,688,2.8261,<1H OCEAN,154500,46376
-122.71,38.34,23,2744,588,1493,557,3.1781,<1H OCEAN,162000,47993
-122.69,38.37,8,6322,1001,2969,1043,4.8233,<1H OCEAN,214000,41275
-122.71,38.37,16,2355,345,1014,348,5.6018,<1H OCEAN,253000,41502
-122.69,38.35,16,1689,254,921,270,4.4444,<1H OCEAN,191800,49948
-122.69,38.36,6,5496,1374,2502,1189,2.4827,<1H OCEAN,177500,41633
-122.7,38.35,16,1328,187,607,197,5.0366,<1H OCEAN,257800,41306
-122.7,38.36,11,5817,878,2538,876,4.221,<1H OCEAN,227100,48150
-122.63,38.34,15,2153,345,979,335,5.1966,<1H OCEAN,325400,31477
-122.68,38.36,8,7520,1336,3833,1287,4.3278,<1H OCEAN,184100,39901
-122.69,38.34,12,3876,782,2146,764,4.0844,<1H OCEAN,165400,44505
-122.67,38.33,4,8072,1606,4323,1475,3.9518,<1H OCEAN,220300,35078
-122.69,38.34,16,1683,341,880,327,3.2857,<1H OCEAN,160200,43880
-122.68,38.4,32,2826,627,1767,628,3.1047,<1H OCEAN,141400,47207
-122.7,38.43,28,1585,412,1362,424,1.6685,<1H OCEAN,114100,30326
-122.71,38.42,23,1569,414,1031,368,1.6267,<1H OCEAN,129200,45204
-122.71,38.4,17,1690,464,833,445,1.439,<1H OCEAN,140600,47371
-122.7,38.39,16,4922,1211,2557,1088,2.0915,<1H OCEAN,168100,47846
-122.62,38.4,10,9772,1308,3741,1242,6.5261,<1H OCEAN,324700,32880
-122.66,38.44,17,5815,898,2614,887,4.3657,<1H OCEAN,215900,32747
-122.67,38.44,29,2551,448,1165,456,4.3587,<1H OCEAN,196400,33372
-122.68,38.43,18,2723,529,1150,520,3.5885,<1H OCEAN,191900,31523
-122.65,38.4,21,1059,150,400,154,6.8586,<1H OCEAN,343100,34482
-122.65,38.37,15,1848,280,786,282,5.7204,<1H OCEAN,344100,48671
-122.67,38.43,17,1804,304,750,298,4.5588,<1H OCEAN,196400,49506
-122.67,38.43,17,2007,400,895,403,3.2813,<1H OCEAN,202700,30438
-122.66,38.42,14,5315,1037,2228,950,4.023,<1H OCEAN,208400,47989
-122.68,38.43,29,488,63,161,62,6.0774,<1H OCEAN,334400,32556
-122.58,38.46,15,2936,517,1182,501,3.3981,<1H OCEAN,246900,41023
-122.61,38.42,13,7731,1360,2543,1249,4.6957,<1H OCEAN,259800,45726
-122.58,38.43,10,3597,661,1132,639,3.9375,<1H OCEAN,269200,34190
-122.59,38.44,14,1665,390,505,348,3.183,<1H OCEAN,201200,33873
-122.59,38.43,20,2791,546,785,512,3.4561,<1H OCEAN,216700,34335
-122.56,38.41,20,1151,211,478,183,5.93,<1H OCEAN,384600,33620
-122.66,38.46,14,2364,631,1300,625,2.6023,<1H OCEAN,221100,35887
-122.66,38.45,26,2081,339,906,323,4.4375,<1H OCEAN,293500,48882
-122.67,38.45,24,2622,525,1027,510,2.9222,<1H OCEAN,242600,46539
-122.67,38.44,32,3771,741,1786,721,3.2415,<1H OCEAN,172200,35782
-122.68,38.44,29,2796,588,1346,562,2.9107,<1H OCEAN,169700,36962
-122.7,38.45,47,904,154,310,144,3.9766,<1H OCEAN,190600,34772
-122.68,38.45,36,1686,303,744,304,4.0139,<1H OCEAN,163100,47371
-122.69,38.44,40,1449,281,636,295,2.7222,<1H OCEAN,161200,31156
-122.69,38.44,35,1356,241,620,216,3.5521,<1H OCEAN,168300,47898
-122.68,38.44,36,1311,259,648,268,3.4545,<1H OCEAN,161200,34275
-122.7,38.44,45,883,202,401,194,3.2845,<1H OCEAN,178300,45690
-122.69,38.45,36,1943,337,711,318,3.9191,<1H OCEAN,183000,31289
-122.69,38.44,31,1808,315,691,280,3.8583,<1H OCEAN,193200,36700
-122.7,38.44,42,709,182,547,172,2.1912,<1H OCEAN,165000,47919
-122.7,38.44,35,1304,343,822,304,3.2935,<1H OCEAN,157800,43914
-122.71,38.43,52,1439,325,738,316,2.2262,<1H OCEAN,129900,32014
-122.71,38.43,38,1689,526,1071,529,1.5026,<1H OCEAN,124000,37566
-122.72,38.44,52,1059,281,627,273,1.5357,<1H OCEAN,137500,40528
-122.71,38.44,52,988,283,475,242,1.3684,<1H OCEAN,258300,41796
-122.71,38.44,27,966,251,462,230,1.7,<1H OCEAN,350000,46815
-122.72,38.47,29,1706,415,990,394,1.9932,<1H OCEAN,164800,44141
-122.72,38.46,35,1445,309,795,308,2.9073,<1H OCEAN,157000,35135
-122.72,38.45,41,1743,373,780,357,3.1467,<1H OCEAN,175500,39456
-122.71,38.46,42,1574,376,844,369,2.314,<1H OCEAN,169400,44437
-122.71,38.46,41,1974,482,965,458,2.905,<1H OCEAN,159300,39841
-122.71,38.46,36,2175,516,1087,477,3.0444,<1H OCEAN,167200,32776
-122.71,38.45,39,2739,573,1223,569,2.9663,<1H OCEAN,185400,34718
-122.71,38.45,48,3118,561,1275,530,3.455,<1H OCEAN,222100,30735
-122.7,38.45,26,2011,557,855,530,1.125,<1H OCEAN,233300,31384
-122.71,38.45,52,2259,537,957,520,2.1827,<1H OCEAN,188800,34077
-122.68,38.48,15,1575,262,716,259,5.3409,<1H OCEAN,244600,33189
-122.67,38.47,16,3452,791,1567,731,2.4722,<1H OCEAN,194300,40079
-122.68,38.46,17,3201,527,1244,495,4.7143,<1H OCEAN,202900,36959
-122.67,38.47,19,1848,428,1130,433,3.0568,<1H OCEAN,190300,34845
-122.68,38.46,15,1811,406,718,403,2.3929,<1H OCEAN,141300,45251
-122.71,38.46,23,3220,603,1299,591,3.9261,<1H OCEAN,213300,49568
-122.7,38.46,29,2891,459,1012,441,5.0415,<1H OCEAN,240200,30679
-122.69,38.46,32,2970,504,1117,512,5,<1H OCEAN,275900,46906
-122.7,38.45,39,2015,335,640,315,4.1734,<1H OCEAN,240500,34826
-122.72,38.48,23,2296,356,902,334,6.0298,<1H OCEAN,289100,48493
-122.68,38.46,19,4976,711,1926,625,7.3003,<1H OCEAN,381300,36372
-122.71,38.5,15,5645,830,2324,769,6.6104,<1H OCEAN,330900,30549
-122.66,38.48,16,2697,490,1462,515,4.2051,<1H OCEAN,190300,41078
-122.66,38.48,16,2724,593,1124,586,2.825,<1H OCEAN,186200,35854
-122.66,38.47,23,2246,437,1035,386,3.7617,<1H OCEAN,172600,39125
-122.65,38.46,14,2096,420,926,397,4.0647,<1H OCEAN,187800,49826
-122.66,38.48,21,2066,393,919,395,3.267,<1H OCEAN,176200,48096
-122.66,38.47,20,2806,477,1369,460,4.75,<1H OCEAN,190500,36183
-122.69,38.51,18,3364,501,1442,506,6.6854,<1H OCEAN,313000,39152
-122.64,38.48,19,3244,449,1174,454,5.8369,<1H OCEAN,255700,46370
-122.65,38.47,24,2268,330,847,296,3.858,<1H OCEAN,214400,42708
-122.6,38.48,17,1528,264,606,251,6.6004,<1H OCEAN,341500,39566
-122.62,38.54,24,2409,464,1006,403,4.5167,<1H OCEAN,265200,34752
-122.63,38.5,19,2107,332,874,341,5.7819,<1H OCEAN,265600,40263
-122.65,38.48,17,1090,164,473,163,5.5061,<1H OCEAN,231800,44220
-122.75,38.54,6,6719,1016,2699,997,5.4886,<1H OCEAN,254200,37226
-122.78,38.52,23,2511,549,1052,527,2.4922,<1H OCEAN,192000,43682
-122.79,38.5,18,4839,918,2755,841,3.75,<1H OCEAN,248300,38914
-122.76,38.52,6,2073,388,826,375,3.055,<1H OCEAN,224100,46944
-122.75,38.5,16,4196,638,1713,615,5.449,<1H OCEAN,252100,33476
-122.73,38.46,14,4042,1298,2323,1158,2.0651,<1H OCEAN,135400,33369
-122.73,38.47,16,1834,391,994,390,3.7266,<1H OCEAN,156500,39101
-122.74,38.47,16,1426,287,525,260,3.0714,<1H OCEAN,161700,35281
-122.74,38.46,9,2268,594,1311,585,2.6607,<1H OCEAN,91500,46895
-122.74,38.48,12,4174,670,1882,647,4.551,<1H OCEAN,178300,47926
-122.75,38.48,4,6487,1112,2958,1131,4.5417,<1H OCEAN,197400,47438
-122.79,38.48,7,6837,,3468,1405,3.1662,<1H OCEAN,191000,35519
-122.81,38.46,28,3580,611,1634,567,4.745,<1H OCEAN,248600,34983
-122.75,38.46,13,4323,1020,2566,728,3.0147,<1H OCEAN,142800,41513
-122.75,38.46,16,2653,606,1693,586,2.6384,<1H OCEAN,146900,46389
-122.76,38.46,14,4742,756,2149,732,4.5152,<1H OCEAN,199200,45008
-122.76,38.46,14,4794,767,2252,768,4.2061,<1H OCEAN,213100,46694
-122.73,38.46,14,2324,754,1026,677,1.722,<1H OCEAN,150000,34691
-122.74,38.45,17,3064,588,1704,590,3.9329,<1H OCEAN,170900,45825
-122.74,38.45,25,2696,496,1296,514,4.0798,<1H OCEAN,179200,42434
-122.74,38.44,23,2819,612,1644,546,2.6576,<1H OCEAN,147900,44897
-122.73,38.44,20,2919,508,1711,500,3.875,<1H OCEAN,140300,33540
-122.72,38.44,48,707,166,458,172,3.1797,<1H OCEAN,140400,46320
-122.73,38.44,35,1120,297,659,274,2.3824,<1H OCEAN,145000,30388
-122.73,38.44,28,1073,241,652,238,2.4,<1H OCEAN,146200,49541
-122.72,38.44,52,188,62,301,72,0.9437,<1H OCEAN,129200,36734
-122.74,38.44,17,2287,497,1240,493,3.5845,<1H OCEAN,164300,40805
-122.74,38.43,11,4670,1007,2430,962,3.0341,<1H OCEAN,142300,48926
-122.73,38.43,15,3265,690,1629,629,3.7132,<1H OCEAN,167600,42935
-122.76,38.45,8,5823,1104,2864,1041,3.6292,<1H OCEAN,183600,32241
-122.82,38.44,23,1551,236,555,243,4.6792,<1H OCEAN,304700,38699
-122.76,38.44,11,2895,524,1633,534,4.7283,<1H OCEAN,170200,30057
-122.76,38.44,14,4376,797,1809,746,3.8244,<1H OCEAN,180000,42237
-122.78,38.44,14,4143,656,1569,629,3.9766,<1H OCEAN,345300,36233
-122.79,38.42,9,4967,885,2581,915,5.038,<1H OCEAN,185600,36326
-122.74,38.42,42,2050,434,1073,416,2.375,<1H OCEAN,141000,36030
-122.73,38.43,29,2677,691,1880,664,2.1864,<1H OCEAN,143200,48715
-122.72,38.43,31,2020,476,1408,437,2.5735,<1H OCEAN,131100,45415
-122.72,38.42,26,1168,253,937,248,1.9458,<1H OCEAN,146000,46446
-122.72,38.42,26,3604,734,2605,704,3.0969,<1H OCEAN,143800,34364
-122.73,38.42,26,1446,296,884,295,4.3523,<1H OCEAN,150000,30184
-122.72,38.42,30,2099,406,1156,401,2.8036,<1H OCEAN,152300,42632
-122.73,38.4,30,3689,746,2250,697,2.975,<1H OCEAN,157300,36526
-122.73,38.37,40,1389,309,841,288,3.1094,<1H OCEAN,183300,36233
-122.75,38.43,36,1599,345,1086,314,2.6667,<1H OCEAN,149100,42036
-122.78,38.41,43,1351,277,1011,297,2.5917,<1H OCEAN,144000,31682
-122.77,38.39,35,2611,475,1293,463,2.75,<1H OCEAN,197500,35517
-122.75,38.41,17,3150,588,1857,610,3.9688,<1H OCEAN,165000,34992
-122.82,38.41,32,701,182,489,168,2.785,<1H OCEAN,169300,32552
-122.84,38.42,29,2756,551,1381,531,2.9625,<1H OCEAN,237300,46961
-122.86,38.42,38,1166,223,584,225,3.6667,<1H OCEAN,244400,31169
-122.84,38.41,19,2191,391,1065,404,4.125,<1H OCEAN,204600,39180
-122.83,38.4,37,2217,451,1019,428,3.1217,<1H OCEAN,178500,33012
-122.84,38.4,15,3080,617,1446,599,3.6696,<1H OCEAN,194400,44461
-122.78,38.37,21,795,163,414,162,3.7991,<1H OCEAN,175000,47593
-122.82,38.4,40,2406,423,1054,426,3.8846,<1H OCEAN,215900,36644
-122.8,38.37,26,1634,315,909,317,4.1731,<1H OCEAN,257200,40277
-122.8,38.39,26,2273,474,1124,420,2.9453,<1H OCEAN,166700,37977
-122.84,38.39,16,1688,292,793,280,4.4357,<1H OCEAN,216900,34561
-122.83,38.39,19,1765,394,868,388,2.462,<1H OCEAN,260300,34613
-122.82,38.39,22,1288,243,593,220,3.625,<1H OCEAN,233700,34862
-122.82,38.39,32,1437,257,752,245,4.7422,<1H OCEAN,240900,34441
-122.82,38.38,27,2565,479,1227,467,4.5132,<1H OCEAN,259900,37255
-122.76,38.35,30,2260,374,958,359,5.0323,<1H OCEAN,222400,49390
-122.87,38.39,34,1138,205,541,180,4.5147,<1H OCEAN,271400,41240
-122.77,38.33,32,2054,324,843,306,4.5875,<1H OCEAN,290700,41148
-122.82,38.33,25,3067,569,1602,550,3.9917,<1H OCEAN,244100,44330
-122.88,38.34,20,3404,628,1641,585,5.0574,<1H OCEAN,276200,45556
-122.81,38.36,18,2399,389,1131,391,5.2769,<1H OCEAN,293900,36657
-122.85,38.37,16,1762,293,810,297,4.4437,<1H OCEAN,305000,31766
-122.89,38.38,16,2017,369,931,336,5.7664,<1H OCEAN,267500,44202
-122.86,38.44,31,1534,292,716,288,3.4471,<1H OCEAN,209500,30683
-122.89,38.42,28,2388,437,1015,381,5.1512,<1H OCEAN,268300,37898
-122.87,38.43,36,1987,387,1065,347,4.0446,<1H OCEAN,172200,40849
-122.91,38.43,19,1968,350,852,308,4.6705,<1H OCEAN,269800,33116
-122.89,38.4,22,2900,538,1445,515,4.511,<1H OCEAN,296800,34675
-123.04,38.49,30,3977,930,1387,582,2.6161,NEAR OCEAN,132500,40692
-123.02,38.46,52,2154,499,524,259,2.0556,NEAR OCEAN,120000,46722
-122.98,38.44,29,4450,939,1328,590,3.1,<1H OCEAN,162100,33853
-123.01,38.48,37,1179,282,354,176,1.3712,NEAR OCEAN,118300,44916
-123.02,38.54,35,2157,487,768,322,3.2315,<1H OCEAN,136900,49988
-123,38.51,33,1565,390,759,311,2.6726,NEAR OCEAN,153100,48603
-122.97,38.5,44,3234,746,1112,470,1.9265,<1H OCEAN,132700,37569
-122.97,38.53,48,3939,860,1257,571,2.1165,<1H OCEAN,98700,37894
-122.94,38.53,49,1141,239,505,184,3.7143,<1H OCEAN,148800,49346
-122.94,38.5,46,2280,492,807,366,2.6316,<1H OCEAN,117000,43957
-122.91,38.49,37,2469,519,1137,474,3.6343,<1H OCEAN,146500,49335
-122.87,38.48,27,3894,776,1832,715,3.5085,<1H OCEAN,187800,36696
-122.88,38.46,25,1563,314,737,305,2.5687,<1H OCEAN,249200,33446
-122.85,38.46,22,3328,550,1309,512,4.7105,<1H OCEAN,266200,35158
-122.94,38.49,37,3169,719,777,344,2.7072,<1H OCEAN,117100,35000
-122.91,38.46,18,2021,,912,329,4.5,<1H OCEAN,251900,42275
-122.72,38.58,4,7042,1100,2936,1043,5.0555,<1H OCEAN,240800,30379
-122.82,38.55,8,6190,1088,2967,1000,3.8616,<1H OCEAN,195100,39294
-122.85,38.52,13,4808,848,2568,762,3.6583,<1H OCEAN,183200,30030
-122.78,38.53,9,3659,652,1889,632,4.2716,<1H OCEAN,250800,43877
-122.81,38.54,12,2289,611,919,540,1.1553,<1H OCEAN,139300,47509
-122.82,38.53,27,1823,360,907,317,3.276,<1H OCEAN,172900,30716
-122.79,38.54,5,3986,737,1887,687,3.7768,<1H OCEAN,213800,38247
-122.87,38.61,23,2676,521,1456,500,3.7361,<1H OCEAN,173700,30640
-122.87,38.62,52,1514,348,767,354,2.1903,<1H OCEAN,160000,37420
-122.86,38.61,52,1753,380,982,380,3.4013,<1H OCEAN,183300,35300
-122.86,38.62,35,2597,522,1231,499,2.7432,<1H OCEAN,174000,44962
-122.87,38.62,18,2721,557,1667,539,3.1875,<1H OCEAN,176100,32650
-122.82,38.64,29,2176,385,1117,374,3.8681,<1H OCEAN,188600,43287
-122.83,38.58,17,5199,1023,2036,890,3.2452,<1H OCEAN,168800,45685
-122.82,38.61,41,2720,501,987,364,4.0294,<1H OCEAN,201700,39547
-122.85,38.62,16,4418,704,1908,697,4.5913,<1H OCEAN,244600,33886
-123.01,38.67,33,914,147,394,132,4.6875,<1H OCEAN,246200,42613
-122.94,38.57,33,1530,266,728,250,5.1005,<1H OCEAN,266700,37477
-122.94,38.64,26,4050,712,2072,636,4.0781,<1H OCEAN,287800,37281
-122.95,38.73,37,1548,328,863,287,2.9792,<1H OCEAN,151300,38111
-122.87,38.68,32,4073,718,2053,629,3.7352,<1H OCEAN,228000,38230
-122.85,38.77,18,2856,513,1027,405,4.6953,<1H OCEAN,241700,39059
-122.7,38.66,43,1384,284,582,224,3.9063,<1H OCEAN,210000,37515
-123.03,38.79,16,4047,769,1998,673,3.375,<1H OCEAN,171900,42365
-123.02,38.81,35,956,213,488,215,3.025,<1H OCEAN,140600,44668
-123.02,38.81,45,1717,389,916,367,3.2425,<1H OCEAN,138800,43110
-123.01,38.8,21,360,96,131,74,3.5156,<1H OCEAN,133300,30641
-123.01,38.79,32,2697,529,1417,535,3.2546,<1H OCEAN,134100,37350
-123.1,38.79,20,3109,712,1643,638,2.8344,<1H OCEAN,164400,46989
-123.49,38.7,9,5409,1019,594,327,3.3125,NEAR OCEAN,295400,48738
-123.24,38.7,38,1460,311,569,176,2.7171,NEAR OCEAN,131300,47470
-123.25,38.54,27,3658,764,1278,518,3.3536,NEAR OCEAN,157500,40342
-123.08,38.38,28,3297,676,923,373,3.9167,NEAR OCEAN,232600,38960
-122.96,38.42,50,2530,524,940,361,2.9375,<1H OCEAN,122900,45758
-123.07,38.46,31,855,217,280,139,2.3611,NEAR OCEAN,112500,37305
-122.93,38.38,18,2562,500,1128,414,3.9336,<1H OCEAN,262500,38370
-123.02,38.36,16,1496,298,778,284,3.8589,NEAR OCEAN,268800,35908
-123,38.33,8,3223,637,851,418,5.6445,NEAR OCEAN,364800,45392
-120.84,37.92,27,471,84,195,72,3.3333,INLAND,208300,44441
-120.79,37.82,17,4227,729,1809,679,3.2667,INLAND,269500,30923
-120.9,37.81,27,4213,750,2142,746,3.7031,INLAND,173300,46967
-120.9,37.76,20,570,112,304,108,2.2024,INLAND,156300,39282
-120.86,37.73,27,508,93,263,81,3.1136,INLAND,183300,31796
-120.79,37.76,14,3531,508,1505,497,5.5228,INLAND,275300,47782
-120.76,37.73,16,1343,241,732,195,3.5833,INLAND,187500,33686
-120.69,37.77,46,431,86,239,80,3.3182,INLAND,282100,30196
-120.87,37.77,9,4838,920,2460,923,3.5959,INLAND,142700,46306
-120.85,37.77,52,436,81,197,68,1.8625,INLAND,85400,45928
-120.86,37.77,45,621,129,257,124,1.7188,INLAND,109400,48618
-120.86,37.77,38,1545,279,662,266,3.825,INLAND,96400,36163
-120.86,37.77,28,1208,232,535,232,2.3523,INLAND,94700,36606
-120.87,37.76,16,1174,249,601,242,1.7143,INLAND,113300,37800
-120.85,37.77,20,651,157,421,151,2.0833,INLAND,77300,40463
-120.85,37.77,37,1738,403,936,366,2.4717,INLAND,77100,49291
-120.86,37.76,32,964,198,623,201,3.0917,INLAND,88900,42194
-120.87,37.76,16,2022,413,1126,408,2.5655,INLAND,116400,45664
-120.85,37.75,26,28,4,9,5,1.625,INLAND,85000,49865
-120.85,37.78,15,3553,659,1684,611,3.3169,INLAND,131200,49654
-120.85,37.78,25,421,,303,106,2.2679,INLAND,71300,44627
-120.85,37.77,35,404,96,261,100,2.4583,INLAND,75000,49011
-120.85,37.78,30,1120,248,609,237,2.2386,INLAND,87200,36561
-120.83,37.77,20,1717,403,1062,401,1.6759,INLAND,116700,30767
-120.85,37.77,10,423,110,295,94,1.3583,INLAND,85200,31400
-120.83,37.76,21,435,96,219,83,2.9125,INLAND,112500,37987
-120.83,37.79,16,893,164,548,155,3.6875,INLAND,121900,35667
-120.93,37.74,37,1956,402,1265,397,2.3023,INLAND,91900,35741
-120.94,37.74,35,1166,268,515,266,2.3469,INLAND,90200,44181
-120.95,37.74,18,3453,666,1958,601,3.0043,INLAND,156500,31086
-120.95,37.73,12,3609,712,2650,742,2.8565,INLAND,92700,36740
-120.93,37.73,14,2799,,2294,596,2.6343,INLAND,81500,46643
-120.93,37.72,18,391,71,247,71,4.3864,INLAND,179500,44069
-120.98,37.71,22,434,89,195,86,2.4211,INLAND,268800,48981
-120.99,37.7,14,9849,1887,4356,1780,3.5877,INLAND,160900,45067
-120.97,37.69,14,5514,909,2819,970,3.8598,INLAND,174400,31738
-120.91,37.74,19,1690,327,855,296,3.25,INLAND,176700,49238
-120.91,37.73,31,840,154,429,150,2.4063,INLAND,170200,35928
-120.92,37.7,24,527,112,270,112,1.6172,INLAND,156300,43651
-120.94,37.7,25,1005,159,390,139,4.4,INLAND,174100,37686
-120.97,37.73,19,3725,543,1412,463,5.7476,INLAND,248600,47124
-121.01,37.74,14,2368,297,796,301,8.7783,INLAND,435000,32990
-121.01,37.72,23,1373,264,677,245,2.5486,INLAND,161100,48163
-121.06,37.73,5,2256,420,1246,397,4.9236,INLAND,155900,41954
-121.07,37.71,39,223,37,92,37,3.375,INLAND,212500,45254
-121.08,37.69,19,6473,1212,3559,1123,3.2246,INLAND,129300,36083
-121.14,37.7,29,1343,223,751,225,3.2391,INLAND,187500,39511
-121.09,37.67,30,1653,285,800,291,3.3482,INLAND,220000,49234
-121.09,37.61,42,1787,296,921,287,3.8864,INLAND,171400,35935
-121.18,37.64,43,1244,209,611,197,2.875,INLAND,187500,36876
